date,city,aqi,co2_emissions,methane_emissions,vehicle_density,industrial_activity,waste_index,ev_subsidy_level,emission_cap_strength,pm25_proxy,pm10_proxy,temperature,humidity,wind_speed,month,day_of_year,year
2019-07-30,Delhi,500.0,5.086,2.394,0.882,0.709,0.709,0.282,0.402,228.12,355.41,37.0,66.5,13.9,7,211,2019
2019-07-31,Delhi,500.0,4.688,2.341,0.899,0.648,0.785,0.366,0.378,235.61,376.82,32.4,64.5,13.3,7,212,2019
2019-08-01,Delhi,500.0,4.87,2.348,0.807,0.574,0.634,0.364,0.376,231.29,371.66,29.5,53.4,15.9,8,213,2019
2019-08-02,Delhi,500.0,5.205,2.463,0.818,0.667,0.703,0.319,0.42,208.01,377.17,30.6,56.1,11.6,8,214,2019
2019-08-03,Delhi,500.0,5.295,2.537,0.9,0.729,0.745,0.338,0.423,242.02,355.17,29.7,76.1,11.9,8,215,2019
2019-08-04,Delhi,500.0,4.713,2.303,0.812,0.678,0.655,0.255,0.376,214.39,382.86,29.7,57.1,10.0,8,216,2019
2019-08-05,Delhi,500.0,5.088,2.498,0.868,0.731,0.761,0.293,0.415,216.37,371.42,32.5,68.8,14.2,8,217,2019
2019-08-06,Delhi,500.0,4.873,2.289,0.889,0.701,0.764,0.319,0.394,231.26,377.61,31.2,56.6,12.0,8,218,2019
2019-08-07,Delhi,500.0,4.901,2.479,0.902,0.757,0.786,0.296,0.403,228.62,352.56,33.2,72.7,10.9,8,219,2019
2019-08-08,Delhi,500.0,4.969,2.477,0.873,0.677,0.706,0.349,0.405,225.64,360.09,31.1,59.6,11.2,8,220,2019
2019-08-09,Delhi,500.0,5.181,2.528,0.86,0.714,0.842,0.388,0.416,220.44,370.32,27.2,57.9,14.4,8,221,2019
2019-08-10,Delhi,500.0,5.148,2.393,0.92,0.718,0.643,0.293,0.398,235.65,391.51,28.1,60.4,10.3,8,222,2019
2019-08-11,Delhi,500.0,4.973,2.309,0.896,0.765,0.837,0.304,0.425,224.69,381.33,27.7,62.1,10.6,8,223,2019
2019-08-12,Delhi,500.0,5.029,2.358,0.855,0.606,0.715,0.336,0.403,212.47,376.56,28.7,70.3,15.3,8,224,2019
2019-08-13,Delhi,500.0,4.635,2.224,0.877,0.668,0.767,0.377,0.409,234.86,363.91,34.4,68.1,12.7,8,225,2019
2019-08-14,Delhi,500.0,4.951,2.234,0.902,0.736,0.666,0.293,0.38,226.75,361.72,34.7,59.2,15.5,8,226,2019
2019-08-15,Delhi,500.0,4.974,2.431,0.95,0.765,0.753,0.337,0.44,233.92,378.32,31.1,68.2,12.2,8,227,2019
2019-08-16,Delhi,500.0,5.024,2.504,0.907,0.703,0.782,0.384,0.407,229.58,383.41,28.8,59.8,13.1,8,228,2019
2019-08-17,Delhi,500.0,5.006,2.434,0.936,0.675,0.605,0.28,0.412,244.13,377.51,24.1,74.5,13.5,8,229,2019
2019-08-18,Delhi,500.0,5.02,2.351,0.862,0.732,0.673,0.292,0.365,222.52,395.51,28.6,76.4,16.6,8,230,2019
2019-08-19,Delhi,500.0,5.011,2.338,0.863,0.736,0.534,0.318,0.381,225.13,366.81,25.4,70.1,16.4,8,231,2019
2019-08-20,Delhi,500.0,4.994,2.406,0.874,0.671,0.659,0.315,0.423,230.76,377.15,32.4,72.9,16.0,8,232,2019
2019-08-21,Delhi,500.0,5.089,2.419,0.873,0.707,0.621,0.355,0.404,222.57,354.68,22.5,85.2,11.5,8,233,2019
2019-08-22,Delhi,500.0,5.056,2.461,0.841,0.754,0.67,0.338,0.36,231.42,377.53,28.2,70.3,10.6,8,234,2019
2019-08-23,Delhi,500.0,5.082,2.492,0.939,0.783,0.901,0.278,0.419,201.42,392.63,24.2,64.4,15.0,8,235,2019
2019-08-24,Delhi,500.0,5.109,2.532,0.916,0.729,0.808,0.347,0.388,224.42,362.5,26.6,77.1,16.5,8,236,2019
2019-08-25,Delhi,500.0,5.129,2.356,0.872,0.69,0.573,0.314,0.427,224.18,385.11,28.4,63.8,16.0,8,237,2019
2019-08-26,Delhi,500.0,4.919,2.369,0.903,0.688,0.719,0.37,0.397,223.89,392.29,29.2,71.6,13.1,8,238,2019
2019-08-27,Delhi,500.0,5.03,2.378,0.893,0.717,0.738,0.313,0.403,217.98,366.72,25.7,68.9,14.9,8,239,2019
2019-08-28,Delhi,500.0,5.194,2.466,0.913,0.682,0.654,0.313,0.423,232.25,380.6,27.9,68.4,15.0,8,240,2019
2019-08-29,Delhi,500.0,4.816,2.376,0.827,0.701,0.686,0.349,0.382,220.96,393.96,23.4,72.5,13.5,8,241,2019
2019-08-30,Delhi,500.0,5.224,2.556,0.874,0.639,0.69,0.356,0.38,226.6,377.77,25.9,82.0,13.6,8,242,2019
2019-08-31,Delhi,500.0,4.85,2.445,0.878,0.755,0.593,0.346,0.396,224.7,384.44,27.9,84.1,13.3,8,243,2019
2019-09-01,Delhi,500.0,4.956,2.391,0.915,0.634,0.599,0.283,0.416,229.0,353.71,25.7,83.0,10.9,9,244,2019
2019-09-02,Delhi,500.0,4.848,2.307,0.857,0.673,0.686,0.35,0.373,236.45,382.17,22.9,78.7,11.2,9,245,2019
2019-09-03,Delhi,500.0,5.32,2.514,0.788,0.7,0.677,0.303,0.367,226.56,381.21,23.4,74.3,11.1,9,246,2019
2019-09-04,Delhi,500.0,5.002,2.27,0.84,0.79,0.636,0.341,0.417,231.73,359.09,27.0,57.8,8.9,9,247,2019
2019-09-05,Delhi,500.0,4.946,2.467,0.887,0.672,0.621,0.291,0.389,226.16,363.43,20.4,80.0,13.3,9,248,2019
2019-09-06,Delhi,500.0,4.938,2.328,0.885,0.659,0.667,0.348,0.393,220.95,382.25,20.6,59.2,12.8,9,249,2019
2019-09-07,Delhi,500.0,5.061,2.451,0.955,0.668,0.748,0.31,0.364,223.87,371.37,25.0,62.4,14.8,9,250,2019
2019-09-08,Delhi,500.0,5.067,2.489,0.912,0.776,0.689,0.296,0.388,222.73,388.34,21.6,76.8,16.1,9,251,2019
2019-09-09,Delhi,500.0,4.884,2.208,0.885,0.55,0.77,0.356,0.401,229.55,378.73,18.3,80.5,16.2,9,252,2019
2019-09-10,Delhi,500.0,4.448,2.056,0.882,0.639,0.619,0.342,0.42,225.85,375.68,26.5,75.1,16.4,9,253,2019
2019-09-11,Delhi,500.0,5.17,2.616,0.931,0.829,0.719,0.317,0.386,218.65,372.95,18.9,91.3,11.0,9,254,2019
2019-09-12,Delhi,500.0,5.018,2.425,0.856,0.717,0.651,0.379,0.435,223.22,378.51,21.3,83.0,9.3,9,255,2019
2019-09-13,Delhi,500.0,5.137,2.392,0.881,0.637,0.711,0.323,0.388,212.79,384.64,19.8,77.6,15.2,9,256,2019
2019-09-14,Delhi,500.0,5.195,2.466,0.841,0.69,0.619,0.337,0.388,223.52,381.41,20.5,91.0,16.4,9,257,2019
2019-09-15,Delhi,500.0,5.019,2.484,0.941,0.69,0.817,0.344,0.433,225.01,369.92,18.5,92.7,16.8,9,258,2019
2019-09-16,Delhi,500.0,5.192,2.557,0.903,0.732,0.567,0.318,0.407,239.47,389.87,23.0,84.6,14.1,9,259,2019
2019-09-17,Delhi,500.0,4.911,2.249,0.855,0.783,0.809,0.351,0.392,235.79,382.89,21.0,74.6,7.9,9,260,2019
2019-09-18,Delhi,500.0,5.155,2.593,0.882,0.709,0.687,0.321,0.4,216.73,379.62,23.3,76.6,13.8,9,261,2019
2019-09-19,Delhi,500.0,4.926,2.426,0.907,0.66,0.712,0.325,0.43,226.61,376.1,18.3,69.7,14.3,9,262,2019
2019-09-20,Delhi,500.0,4.852,2.317,0.87,0.726,0.772,0.378,0.432,226.75,381.0,26.3,81.2,16.0,9,263,2019
2019-09-21,Delhi,500.0,4.967,2.271,0.867,0.656,0.732,0.306,0.387,223.16,353.02,13.9,73.4,16.5,9,264,2019
2019-09-22,Delhi,500.0,5.202,2.553,0.867,0.638,0.616,0.265,0.403,223.67,377.9,14.6,79.4,15.2,9,265,2019
2019-09-23,Delhi,500.0,4.966,2.393,0.893,0.601,0.707,0.386,0.405,222.17,394.68,24.4,84.3,11.4,9,266,2019
2019-09-24,Delhi,500.0,5.149,2.323,0.861,0.613,0.795,0.415,0.384,239.98,377.64,20.3,66.6,10.3,9,267,2019
2019-09-25,Delhi,500.0,4.867,2.3,0.868,0.644,0.606,0.326,0.403,221.67,376.0,19.6,72.5,14.2,9,268,2019
2019-09-26,Delhi,500.0,5.124,2.682,0.839,0.63,0.811,0.281,0.404,227.73,367.85,19.6,78.8,10.9,9,269,2019
2019-09-27,Delhi,500.0,4.937,2.363,0.889,0.702,0.705,0.33,0.427,204.77,380.91,19.8,82.6,16.6,9,270,2019
2019-09-28,Delhi,500.0,5.003,2.317,0.879,0.626,0.635,0.331,0.429,231.59,372.66,18.7,79.2,8.6,9,271,2019
2019-09-29,Delhi,500.0,4.922,2.241,0.873,0.531,0.59,0.334,0.398,234.47,390.71,14.7,81.2,14.3,9,272,2019
2019-09-30,Delhi,500.0,5.093,2.561,0.897,0.636,0.655,0.306,0.4,216.58,364.64,19.8,77.9,13.7,9,273,2019
2019-10-01,Delhi,500.0,5.231,2.56,0.932,0.693,0.545,0.357,0.418,220.9,369.57,19.0,72.1,10.5,10,274,2019
2019-10-02,Delhi,500.0,5.079,2.536,0.93,0.689,0.654,0.356,0.393,228.61,367.79,21.1,79.6,8.7,10,275,2019
2019-10-03,Delhi,500.0,5.423,2.619,0.932,0.793,0.679,0.295,0.417,225.16,397.01,21.8,82.3,5.8,10,276,2019
2019-10-04,Delhi,500.0,5.427,2.68,0.892,0.687,0.603,0.361,0.404,228.73,372.72,17.3,81.6,9.7,10,277,2019
2019-10-05,Delhi,500.0,5.12,2.389,0.874,0.763,0.741,0.402,0.386,222.7,368.42,12.4,85.1,9.7,10,278,2019
2019-10-06,Delhi,500.0,4.907,2.365,0.862,0.718,0.665,0.346,0.387,239.91,349.91,21.1,87.7,13.8,10,279,2019
2019-10-07,Delhi,500.0,5.266,2.535,0.882,0.712,0.633,0.331,0.435,219.64,364.06,12.5,89.9,9.0,10,280,2019
2019-10-08,Delhi,500.0,5.122,2.551,0.906,0.676,0.655,0.337,0.403,246.53,381.33,16.3,79.5,12.1,10,281,2019
2019-10-09,Delhi,500.0,5.156,2.488,0.871,0.711,0.701,0.36,0.439,234.94,381.29,14.3,72.0,7.8,10,282,2019
2019-10-10,Delhi,500.0,5.277,2.461,0.915,0.68,0.685,0.29,0.396,231.66,367.19,13.5,94.9,12.2,10,283,2019
2019-10-11,Delhi,500.0,5.12,2.454,0.865,0.724,0.63,0.347,0.412,216.68,367.85,16.9,87.9,5.4,10,284,2019
2019-10-12,Delhi,500.0,5.12,2.31,0.839,0.7,0.678,0.331,0.455,232.28,397.32,15.1,77.2,16.2,10,285,2019
2019-10-13,Delhi,500.0,5.148,2.265,0.931,0.671,0.678,0.398,0.386,229.83,400.0,15.6,87.1,10.6,10,286,2019
2019-10-14,Delhi,500.0,5.458,2.676,0.886,0.77,0.612,0.337,0.369,208.04,388.8,11.4,93.5,4.0,10,287,2019
2019-10-15,Delhi,500.0,5.187,2.451,0.865,0.735,0.659,0.393,0.433,213.76,393.71,13.1,98.8,9.2,10,288,2019
2019-10-16,Delhi,500.0,4.99,2.364,0.865,0.695,0.717,0.31,0.391,227.86,396.26,11.1,87.0,8.8,10,289,2019
2019-10-17,Delhi,500.0,5.03,2.475,0.919,0.723,0.726,0.361,0.407,223.93,400.0,12.6,93.5,9.4,10,290,2019
2019-10-18,Delhi,500.0,5.244,2.614,0.959,0.712,0.674,0.353,0.396,220.87,371.38,12.6,75.3,10.1,10,291,2019
2019-10-19,Delhi,500.0,4.998,2.426,0.892,0.671,0.722,0.318,0.413,233.63,364.46,18.2,84.7,9.3,10,292,2019
2019-10-20,Delhi,500.0,4.965,2.533,0.895,0.721,0.616,0.349,0.389,217.93,397.0,11.7,82.3,9.0,10,293,2019
2019-10-21,Delhi,500.0,5.28,2.553,0.943,0.684,0.617,0.381,0.405,221.36,363.43,5.9,87.7,8.1,10,294,2019
2019-10-22,Delhi,500.0,5.232,2.512,0.834,0.667,0.649,0.335,0.417,219.82,362.66,16.2,97.8,13.1,10,295,2019
2019-10-23,Delhi,500.0,5.14,2.459,0.99,0.636,0.788,0.294,0.388,229.08,362.93,13.2,86.9,14.0,10,296,2019
2019-10-24,Delhi,500.0,5.279,2.412,1.0,0.698,0.705,0.344,0.395,211.24,373.42,11.2,77.4,10.4,10,297,2019
2019-10-25,Delhi,500.0,5.208,2.569,0.8,0.743,0.656,0.318,0.402,221.02,351.19,10.1,74.7,11.0,10,298,2019
2019-10-26,Delhi,500.0,5.267,2.311,0.902,0.682,0.788,0.335,0.38,211.22,357.8,8.3,97.9,8.2,10,299,2019
2019-10-27,Delhi,500.0,5.379,2.542,0.876,0.841,0.679,0.343,0.401,222.5,367.53,16.8,88.8,11.2,10,300,2019
2019-10-28,Delhi,500.0,4.857,2.339,0.9,0.758,0.845,0.295,0.412,230.78,360.65,10.9,88.2,11.6,10,301,2019
2019-10-29,Delhi,500.0,5.226,2.444,0.894,0.78,0.656,0.298,0.401,230.93,387.75,5.4,81.7,10.5,10,302,2019
2019-10-30,Delhi,500.0,5.321,2.509,0.936,0.754,0.622,0.361,0.404,219.18,375.08,11.4,86.5,12.0,10,303,2019
2019-10-31,Delhi,500.0,5.215,2.655,0.902,0.806,0.685,0.331,0.409,229.27,381.92,13.8,76.4,11.8,10,304,2019
2019-11-01,Delhi,500.0,5.306,2.615,0.89,0.695,0.662,0.27,0.397,223.52,380.61,10.4,87.3,7.1,11,305,2019
2019-11-02,Delhi,500.0,5.318,2.459,0.908,0.604,0.609,0.37,0.424,235.89,372.52,7.1,74.6,12.7,11,306,2019
2019-11-03,Delhi,500.0,5.32,2.498,0.937,0.708,0.866,0.355,0.439,223.96,386.86,6.6,81.0,9.2,11,307,2019
2019-11-04,Delhi,500.0,5.554,2.55,0.873,0.762,0.709,0.326,0.401,201.22,380.43,6.7,78.6,13.9,11,308,2019
2019-11-05,Delhi,500.0,5.476,2.669,0.857,0.739,0.713,0.308,0.42,232.16,371.18,13.8,57.6,10.8,11,309,2019
2019-11-06,Delhi,500.0,5.345,2.535,0.994,0.747,0.667,0.373,0.406,221.33,354.79,8.8,80.7,14.7,11,310,2019
2019-11-07,Delhi,500.0,5.326,2.399,0.891,0.798,0.653,0.358,0.418,222.81,381.25,3.8,76.1,12.7,11,311,2019
2019-11-08,Delhi,500.0,4.877,2.352,0.904,0.748,0.757,0.42,0.442,227.69,359.86,9.9,81.4,10.3,11,312,2019
2019-11-09,Delhi,500.0,5.29,2.57,0.9,0.771,0.573,0.361,0.421,213.6,379.56,9.0,82.9,7.9,11,313,2019
2019-11-10,Delhi,500.0,5.089,2.505,0.938,0.689,0.606,0.36,0.376,225.6,375.95,7.0,96.9,8.0,11,314,2019
2019-11-11,Delhi,500.0,5.346,2.535,0.989,0.676,0.669,0.344,0.421,229.28,358.68,5.2,85.0,11.1,11,315,2019
2019-11-12,Delhi,500.0,5.408,2.566,0.938,0.81,0.794,0.374,0.436,227.91,378.1,4.9,85.0,10.1,11,316,2019
2019-11-13,Delhi,500.0,5.391,2.732,0.855,0.737,0.654,0.368,0.408,220.21,377.3,11.2,86.1,8.3,11,317,2019
2019-11-14,Delhi,500.0,5.461,2.598,0.858,0.698,0.702,0.387,0.432,232.94,377.34,8.5,88.8,11.8,11,318,2019
2019-11-15,Delhi,500.0,5.289,2.578,0.904,0.702,0.684,0.334,0.398,217.02,376.76,9.0,85.3,9.8,11,319,2019
2019-11-16,Delhi,500.0,5.637,2.634,0.909,0.702,0.774,0.337,0.383,220.0,367.17,8.2,83.7,11.8,11,320,2019
2019-11-17,Delhi,500.0,5.296,2.577,0.851,0.695,0.562,0.336,0.415,223.91,382.1,8.3,86.8,7.3,11,321,2019
2019-11-18,Delhi,500.0,5.081,2.304,0.948,0.67,0.736,0.374,0.378,227.36,366.75,5.8,61.5,12.2,11,322,2019
2019-11-19,Delhi,500.0,5.136,2.406,0.869,0.656,0.656,0.396,0.408,222.4,362.1,6.4,97.3,11.0,11,323,2019
2019-11-20,Delhi,500.0,5.287,2.426,0.979,0.718,0.755,0.337,0.439,234.83,383.1,10.4,93.1,12.7,11,324,2019
2019-11-21,Delhi,500.0,5.427,2.535,0.992,0.704,0.637,0.338,0.375,227.36,386.24,11.0,81.8,12.2,11,325,2019
2019-11-22,Delhi,500.0,5.214,2.604,0.907,0.788,0.698,0.361,0.388,225.61,382.27,3.0,68.5,9.5,11,326,2019
2019-11-23,Delhi,500.0,5.298,2.484,0.937,0.747,0.686,0.344,0.393,227.08,372.51,5.9,89.2,9.3,11,327,2019
2019-11-24,Delhi,500.0,5.269,2.577,0.866,0.743,0.612,0.38,0.412,230.86,351.73,9.0,73.6,14.2,11,328,2019
2019-11-25,Delhi,500.0,5.258,2.626,0.951,0.693,0.596,0.284,0.407,226.93,392.78,12.0,83.2,9.0,11,329,2019
2019-11-26,Delhi,500.0,5.431,2.586,0.901,0.721,0.64,0.327,0.442,210.52,351.54,11.6,68.3,11.6,11,330,2019
2019-11-27,Delhi,500.0,5.413,2.664,0.878,0.746,0.692,0.329,0.433,233.72,382.03,3.7,96.1,8.8,11,331,2019
2019-11-28,Delhi,500.0,5.539,2.688,0.915,0.764,0.637,0.283,0.424,225.96,400.0,9.9,66.4,5.1,11,332,2019
2019-11-29,Delhi,500.0,5.264,2.523,0.903,0.724,0.66,0.324,0.417,230.48,376.79,6.1,78.1,6.7,11,333,2019
2019-11-30,Delhi,500.0,5.543,2.711,0.909,0.782,0.561,0.326,0.423,221.75,378.49,9.0,60.3,10.8,11,334,2019
2019-12-01,Delhi,500.0,5.208,2.639,0.965,0.743,0.669,0.347,0.398,210.39,379.55,8.1,76.6,10.8,12,335,2019
2019-12-02,Delhi,500.0,5.184,2.437,0.891,0.779,0.761,0.387,0.432,206.77,377.38,1.9,73.1,10.0,12,336,2019
2019-12-03,Delhi,500.0,5.227,2.419,0.996,0.718,0.745,0.346,0.393,217.45,400.0,7.3,85.3,11.9,12,337,2019
2019-12-04,Delhi,500.0,5.301,2.434,0.877,0.648,0.662,0.323,0.432,229.14,364.88,8.6,72.4,10.0,12,338,2019
2019-12-05,Delhi,500.0,5.611,2.755,0.991,0.751,0.713,0.352,0.439,235.38,363.38,5.4,84.5,7.1,12,339,2019
2019-12-06,Delhi,500.0,5.295,2.628,0.882,0.776,0.631,0.386,0.42,227.42,371.07,4.7,66.8,10.5,12,340,2019
2019-12-07,Delhi,500.0,5.351,2.519,0.93,0.769,0.808,0.325,0.412,216.58,395.89,0.6,72.4,9.4,12,341,2019
2019-12-08,Delhi,500.0,5.372,2.399,0.91,0.76,0.834,0.327,0.424,218.73,368.08,7.4,72.2,7.6,12,342,2019
2019-12-09,Delhi,500.0,5.452,2.545,0.91,0.728,0.701,0.372,0.359,235.89,380.16,5.9,77.8,10.2,12,343,2019
2019-12-10,Delhi,500.0,5.302,2.569,0.959,0.698,0.867,0.349,0.422,214.51,387.85,2.4,76.4,9.2,12,344,2019
2019-12-11,Delhi,500.0,5.353,2.557,0.984,0.767,0.652,0.375,0.414,241.81,384.35,4.2,78.8,7.5,12,345,2019
2019-12-12,Delhi,500.0,5.227,2.519,0.974,0.76,0.61,0.355,0.416,240.01,387.22,5.6,74.8,8.6,12,346,2019
2019-12-13,Delhi,500.0,5.263,2.468,0.908,0.709,0.631,0.377,0.431,242.08,392.02,3.4,77.5,12.5,12,347,2019
2019-12-14,Delhi,500.0,5.623,2.77,0.937,0.794,0.683,0.325,0.416,228.05,378.7,5.1,64.6,12.5,12,348,2019
2019-12-15,Delhi,500.0,5.352,2.575,0.895,0.697,0.842,0.356,0.394,222.27,369.52,-0.2,74.5,9.5,12,349,2019
2019-12-16,Delhi,500.0,5.235,2.545,0.887,0.71,0.66,0.35,0.415,227.85,376.77,9.1,83.8,9.1,12,350,2019
2019-12-17,Delhi,500.0,5.628,2.709,0.885,0.82,0.635,0.32,0.419,232.27,370.93,5.1,57.0,5.4,12,351,2019
2019-12-18,Delhi,500.0,5.342,2.602,0.915,0.781,0.63,0.31,0.42,219.79,400.0,1.7,73.9,13.3,12,352,2019
2019-12-19,Delhi,500.0,5.582,2.693,0.934,0.72,0.766,0.378,0.421,216.19,368.61,-2.4,75.0,11.6,12,353,2019
2019-12-20,Delhi,500.0,5.572,2.583,0.851,0.75,0.749,0.347,0.439,222.73,380.8,8.1,80.8,10.9,12,354,2019
2019-12-21,Delhi,500.0,5.413,2.615,0.928,0.748,0.658,0.327,0.396,218.82,356.99,6.7,74.5,3.3,12,355,2019
2019-12-22,Delhi,500.0,5.082,2.47,0.988,0.6,0.543,0.355,0.422,234.93,376.59,5.6,69.0,9.1,12,356,2019
2019-12-23,Delhi,500.0,5.701,2.796,0.967,0.689,0.605,0.392,0.444,220.07,371.55,7.6,71.2,8.7,12,357,2019
2019-12-24,Delhi,500.0,5.457,2.637,0.911,0.738,0.81,0.29,0.384,225.77,383.11,7.6,61.4,10.7,12,358,2019
2019-12-25,Delhi,500.0,5.311,2.456,0.876,0.719,0.727,0.314,0.422,232.86,383.42,5.6,63.7,7.9,12,359,2019
2019-12-26,Delhi,500.0,5.559,2.587,0.948,0.75,0.698,0.331,0.407,235.24,392.0,4.3,55.6,8.4,12,360,2019
2019-12-27,Delhi,500.0,5.474,2.587,0.829,0.794,0.816,0.403,0.412,226.67,391.05,3.9,77.7,10.5,12,361,2019
2019-12-28,Delhi,500.0,5.589,2.675,0.97,0.722,0.83,0.368,0.401,228.07,374.2,6.4,69.0,7.1,12,362,2019
2019-12-29,Delhi,500.0,5.231,2.481,0.915,0.684,0.677,0.382,0.416,216.86,363.67,9.4,57.6,7.6,12,363,2019
2019-12-30,Delhi,500.0,5.489,2.53,1.0,0.749,0.695,0.325,0.456,233.18,365.07,4.9,66.6,9.5,12,364,2019
2019-12-31,Delhi,500.0,5.173,2.382,0.862,0.722,0.639,0.326,0.395,235.11,378.63,9.7,73.2,12.3,12,365,2019
2020-01-01,Delhi,500.0,5.469,2.438,0.959,0.727,0.672,0.373,0.397,210.04,376.89,6.5,71.3,11.3,1,1,2020
2020-01-02,Delhi,500.0,5.344,2.299,0.92,0.72,0.583,0.362,0.394,239.1,378.1,6.5,55.5,11.9,1,2,2020
2020-01-03,Delhi,500.0,5.476,2.622,0.909,0.84,0.594,0.377,0.455,219.39,368.58,12.7,37.3,9.4,1,3,2020
2020-01-04,Delhi,500.0,5.223,2.66,0.87,0.62,0.544,0.355,0.411,229.76,392.25,10.5,65.1,13.0,1,4,2020
2020-01-05,Delhi,500.0,5.315,2.678,0.947,0.712,0.763,0.369,0.42,225.62,357.33,10.6,54.3,4.9,1,5,2020
2020-01-06,Delhi,500.0,5.241,2.427,0.951,0.732,0.582,0.366,0.413,224.52,367.91,3.3,65.9,14.3,1,6,2020
2020-01-07,Delhi,500.0,5.475,2.614,0.993,0.694,0.828,0.385,0.402,223.35,362.07,12.3,68.0,14.6,1,7,2020
2020-01-08,Delhi,500.0,5.63,2.572,0.962,0.776,0.647,0.386,0.416,217.06,372.49,5.6,68.8,10.4,1,8,2020
2020-01-09,Delhi,500.0,5.309,2.437,0.907,0.767,0.808,0.313,0.47,229.19,389.96,5.2,73.3,11.3,1,9,2020
2020-01-10,Delhi,500.0,5.441,2.498,0.892,0.725,0.654,0.295,0.449,222.71,371.55,-0.5,68.8,9.2,1,10,2020
2020-01-11,Delhi,500.0,5.375,2.545,0.866,0.719,0.57,0.392,0.405,214.52,376.22,7.1,72.3,8.7,1,11,2020
2020-01-12,Delhi,500.0,5.37,2.547,0.979,0.723,0.781,0.398,0.435,216.72,382.97,2.9,68.9,7.7,1,12,2020
2020-01-13,Delhi,500.0,5.121,2.47,0.897,0.727,0.782,0.332,0.405,214.66,370.98,7.5,69.1,9.1,1,13,2020
2020-01-14,Delhi,500.0,5.212,2.544,0.991,0.73,0.634,0.307,0.387,220.8,379.59,2.9,56.5,10.6,1,14,2020
2020-01-15,Delhi,500.0,5.24,2.475,0.945,0.718,0.663,0.366,0.443,228.88,378.01,11.9,46.0,10.3,1,15,2020
2020-01-16,Delhi,500.0,5.041,2.419,0.935,0.74,0.624,0.391,0.446,219.31,361.43,8.3,75.6,14.2,1,16,2020
2020-01-17,Delhi,500.0,5.571,2.572,0.906,0.765,0.68,0.417,0.444,232.8,369.43,13.6,55.8,9.5,1,17,2020
2020-01-18,Delhi,500.0,5.371,2.443,0.949,0.669,0.689,0.379,0.413,224.05,379.26,3.8,64.6,5.5,1,18,2020
2020-01-19,Delhi,500.0,5.314,2.407,0.926,0.677,0.654,0.353,0.42,222.68,390.39,11.6,49.8,13.4,1,19,2020
2020-01-20,Delhi,500.0,4.959,2.412,0.913,0.64,0.543,0.337,0.438,225.13,390.38,1.7,61.4,6.2,1,20,2020
2020-01-21,Delhi,500.0,5.131,2.436,0.953,0.771,0.655,0.365,0.431,236.16,400.0,7.9,33.6,7.9,1,21,2020
2020-01-22,Delhi,500.0,5.367,2.414,0.92,0.742,0.738,0.356,0.416,214.03,380.83,5.5,49.4,9.9,1,22,2020
2020-01-23,Delhi,500.0,5.669,2.698,0.897,0.757,0.675,0.334,0.391,238.25,370.04,6.2,51.4,10.3,1,23,2020
2020-01-24,Delhi,500.0,5.183,2.364,0.942,0.657,0.654,0.427,0.426,232.68,374.23,6.1,55.4,5.6,1,24,2020
2020-01-25,Delhi,500.0,5.534,2.786,0.916,0.815,0.631,0.419,0.446,224.83,373.63,5.1,59.7,7.4,1,25,2020
2020-01-26,Delhi,500.0,5.258,2.46,0.94,0.7,0.643,0.4,0.4,234.46,370.11,4.2,41.9,5.5,1,26,2020
2020-01-27,Delhi,500.0,5.37,2.618,0.91,0.735,0.783,0.338,0.437,222.42,379.6,6.8,55.4,10.8,1,27,2020
2020-01-28,Delhi,500.0,5.537,2.733,0.874,0.77,0.606,0.392,0.431,227.29,380.15,8.6,59.4,12.2,1,28,2020
2020-01-29,Delhi,500.0,5.29,2.44,0.992,0.677,0.736,0.385,0.44,220.67,360.91,11.9,67.9,6.2,1,29,2020
2020-01-30,Delhi,500.0,5.254,2.51,0.985,0.698,0.691,0.38,0.442,232.73,388.06,9.5,54.2,11.7,1,30,2020
2020-01-31,Delhi,500.0,5.58,2.703,0.956,0.738,0.71,0.404,0.411,219.34,352.96,12.3,44.4,11.6,1,31,2020
2020-02-01,Delhi,500.0,5.39,2.607,0.9,0.861,0.655,0.386,0.393,224.59,372.33,4.5,37.4,8.4,2,32,2020
2020-02-02,Delhi,500.0,5.443,2.625,0.903,0.731,0.66,0.389,0.415,230.43,388.79,7.8,61.7,5.0,2,33,2020
2020-02-03,Delhi,500.0,5.261,2.42,0.971,0.793,0.7,0.386,0.443,233.39,382.29,11.5,52.5,7.3,2,34,2020
2020-02-04,Delhi,500.0,5.53,2.688,0.902,0.776,0.655,0.378,0.415,218.43,370.72,10.5,45.9,8.5,2,35,2020
2020-02-05,Delhi,500.0,5.344,2.513,0.899,0.734,0.708,0.314,0.412,231.03,398.63,7.1,32.6,13.9,2,36,2020
2020-02-06,Delhi,500.0,5.345,2.567,0.992,0.669,0.72,0.37,0.389,217.14,369.72,12.7,37.7,9.7,2,37,2020
2020-02-07,Delhi,500.0,5.344,2.631,0.918,0.764,0.84,0.351,0.461,207.8,350.98,8.5,49.7,7.5,2,38,2020
2020-02-08,Delhi,500.0,5.192,2.517,0.993,0.638,0.699,0.33,0.443,219.02,380.43,7.9,47.0,10.4,2,39,2020
2020-02-09,Delhi,500.0,5.296,2.57,0.856,0.793,0.552,0.419,0.442,231.68,353.66,11.9,28.1,6.8,2,40,2020
